11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11
21,22,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,21
21,22,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,20,21
21,22,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,20,21
21,22,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,20,21
21,22,70,71,72,71,71,70,71,72,70,71,71,70,71,72,70,71,71,71,70,71,72,20,21
21,22,80,81,82,81,81,80,81,82,80,81,81,80,81,82,80,81,81,81,80,81,82,20,21
21,22,90,91,92,91,91,90,91,92,90,91,91,90,91,92,90,91,91,91,90,91,92,20,21
21,22,70,71,70,71,72,71,71,72,70,71,72,70,71,72,70,71,70,71,72,71,72,20,21
21,22,80,81,80,81,82,81,81,82,80,81,82,80,81,82,80,81,80,81,82,81,82,20,21
21,22,90,91,90,91,92,91,91,92,90,91,92,90,91,92,90,91,90,91,92,91,92,20,21
21,22,70,71,71,71,71,70,71,72,70,71,71,71,71,72,70,71,72,71,71,71,72,20,21
21,22,80,81,81,81,81,80,81,82,80,81,81,81,81,82,80,81,82,81,81,81,82,20,21
21,22,90,91,91,91,91,90,91,92,90,91,91,91,91,92,90,91,92,91,91,91,92,20,21
21,22,70,71,71,70,71,72,71,71,70,71,72,70,71,72,71,71,70,71,72,71,72,20,21
21,22,80,81,81,80,81,82,81,81,80,81,82,80,81,82,81,81,80,81,82,81,82,20,21
21,22,90,91,91,90,91,92,91,91,90,91,92,90,91,92,91,91,90,91,92,91,92,20,21
21,22,70,71,72,71,71,71,71,71,70,71,72,70,71,72,71,71,71,71,70,71,72,20,21
21,22,80,81,82,81,81,81,81,81,80,81,82,80,81,82,81,81,81,81,80,81,82,20,21
31,32,90,91,92,91,91,91,91,91,90,91,92,90,91,92,91,91,91,91,90,91,92,30,31
