21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0
10,12,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,10
10,12,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,10
10,12,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,10
10,12,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,3,4,5,10
10,12,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,13,14,15,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,23,24,25,10
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,3,4,5,10
30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,13,14,15,10
40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,23,24,25,10
50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,3,4,5,10
3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,13,14,15,10
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,23,24,25,10
23,24,25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,5,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
13,14,15,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,10,12
23,24,25,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,41,10,12
3,4,5,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,52,50,51,10,12
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,10,12
23,24,25,23,24,25,23,24,25,23,24,25,23,24,25,23,24,25,23,24,25,23,24,10,12
